Age,Account_balance,Personal_loan_ind,Home_loan_ind,Prime_Customer_ind,Overall_Satisfaction
29,69844,0,1,1,Satisfied
27,102170,0,0,1,Satisfied
57,29024,0,1,1,Dis Satisfied
38,50442,1,0,1,Satisfied
53,38014,0,0,1,Dis Satisfied
30,38517,0,1,1,Satisfied
66,9926,0,0,1,Dis Satisfied
46,20061,0,1,1,Dis Satisfied
73,12080,0,0,1,Dis Satisfied
48,83280,0,0,1,Satisfied
52,28928,1,1,1,Dis Satisfied
48,27929,0,0,0,Dis Satisfied
39,36952,0,1,0,Dis Satisfied
52,18982,1,1,1,Dis Satisfied
41,30945,0,0,0,Dis Satisfied
45,21007,1,1,0,Dis Satisfied
41,39068,1,0,1,Dis Satisfied
38,10933,1,0,0,Dis Satisfied
48,23085,1,1,1,Dis Satisfied
50,104679,1,0,0,Satisfied
25,56997,0,0,1,Satisfied
30,100907,0,0,1,Satisfied
69,17934,0,1,0,Dis Satisfied
47,23985,0,0,0,Dis Satisfied
47,65991,1,1,1,Satisfied
32,19086,0,0,1,Dis Satisfied
67,17015,0,1,0,Dis Satisfied
44,55879,0,0,1,Satisfied
47,55267,0,0,1,Satisfied
36,93171,1,1,1,Satisfied
40,28987,1,1,1,Dis Satisfied
43,76673,0,0,1,Satisfied
66,26977,0,1,1,Dis Satisfied
22,67766,1,0,1,Satisfied
36,33105,0,0,1,Satisfied
46,63762,1,0,0,Satisfied
30,80436,0,0,1,Satisfied
31,55808,1,1,1,Satisfied
60,35948,0,0,1,Dis Satisfied
75,27006,0,0,0,Dis Satisfied
29,59403,0,0,1,Satisfied
33,16068,0,1,1,Dis Satisfied
57,18957,0,1,1,Dis Satisfied
40,86420,1,1,1,Satisfied
27,59191,0,1,1,Satisfied
48,19001,0,1,1,Dis Satisfied
45,74583,0,1,1,Satisfied
46,29961,1,1,0,Dis Satisfied
54,25986,0,1,0,Dis Satisfied
52,18109,0,0,0,Dis Satisfied
29,91270,1,1,0,Satisfied
34,9930,0,1,1,Dis Satisfied
34,54992,0,0,1,Satisfied
69,24085,0,0,1,Dis Satisfied
29,35105,1,1,1,Satisfied
52,28055,0,0,0,Dis Satisfied
42,29982,0,0,0,Dis Satisfied
23,70698,1,1,1,Satisfied
72,5053,1,1,1,Dis Satisfied
49,12001,1,1,0,Dis Satisfied
71,10977,1,0,0,Dis Satisfied
23,60794,0,0,1,Satisfied
44,35995,0,0,0,Dis Satisfied
71,31934,1,0,1,Dis Satisfied
31,99097,0,1,0,Satisfied
35,62471,0,1,1,Satisfied
53,23112,0,1,1,Dis Satisfied
45,13019,1,1,1,Dis Satisfied
38,34991,0,1,0,Satisfied
23,103275,0,1,1,Satisfied
55,10088,1,1,1,Dis Satisfied
44,7067,0,0,0,Dis Satisfied
54,18978,0,1,1,Dis Satisfied
35,82345,1,1,1,Satisfied
61,27975,1,0,1,Dis Satisfied
50,21953,0,1,1,Dis Satisfied
37,21924,0,1,0,Dis Satisfied
41,31086,0,0,0,Dis Satisfied
22,70029,0,1,1,Satisfied
49,22072,1,0,0,Dis Satisfied
71,27032,0,0,0,Dis Satisfied
37,33947,1,0,1,Satisfied
47,8042,1,0,0,Dis Satisfied
66,34951,1,1,1,Dis Satisfied
28,76271,1,1,0,Satisfied
64,9973,0,0,0,Dis Satisfied
64,24052,1,0,1,Dis Satisfied
71,16091,0,1,0,Dis Satisfied
61,29928,0,0,1,Dis Satisfied
26,30934,0,0,1,Satisfied
40,82603,1,0,1,Satisfied
32,56553,0,0,1,Satisfied
70,28000,1,1,0,Dis Satisfied
62,17043,1,0,1,Dis Satisfied
33,65925,1,1,0,Satisfied
48,30054,1,1,0,Dis Satisfied
56,35929,0,1,0,Dis Satisfied
25,52428,1,0,1,Satisfied
60,10000,1,0,0,Dis Satisfied
27,61811,0,0,1,Satisfied
59,25093,1,0,1,Dis Satisfied
45,97242,0,0,1,Satisfied
39,34926,0,0,1,Dis Satisfied
21,69787,0,1,0,Satisfied
39,79540,1,0,1,Satisfied
24,46143,0,1,1,Satisfied
24,46918,0,1,0,Satisfied
62,18016,0,1,0,Dis Satisfied
56,29027,0,1,1,Dis Satisfied
48,59181,1,0,0,Satisfied
70,17006,1,0,0,Dis Satisfied
50,86960,0,0,1,Satisfied
47,30919,0,0,1,Satisfied
43,7904,0,1,1,Dis Satisfied
19,79579,0,0,1,Satisfied
43,53425,0,1,1,Satisfied
43,8016,0,1,1,Dis Satisfied
45,66412,1,0,1,Satisfied
47,6025,1,1,0,Dis Satisfied
47,8909,1,1,0,Dis Satisfied
28,82126,1,1,1,Satisfied
40,18930,0,0,0,Dis Satisfied
40,88922,1,0,1,Satisfied
23,72621,1,0,1,Satisfied
33,62889,1,1,1,Satisfied
21,85532,1,0,1,Satisfied
56,23932,1,1,1,Dis Satisfied
62,17064,1,1,0,Dis Satisfied
39,7986,0,1,0,Dis Satisfied
47,36974,1,1,1,Satisfied
54,8905,0,1,0,Dis Satisfied
47,22951,0,1,1,Dis Satisfied
34,34333,1,1,1,Satisfied
52,28110,1,1,0,Dis Satisfied
37,88271,0,0,1,Satisfied
51,34052,0,1,1,Dis Satisfied
38,80896,0,1,1,Satisfied
47,34976,1,1,0,Satisfied
57,24092,0,1,0,Dis Satisfied
63,33089,1,1,1,Dis Satisfied
40,28064,0,0,1,Dis Satisfied
44,50845,0,1,1,Satisfied
44,13007,1,1,0,Dis Satisfied
59,29035,1,1,0,Dis Satisfied
22,68234,1,1,1,Satisfied
63,31020,1,1,0,Dis Satisfied
50,25992,0,1,1,Dis Satisfied
45,21044,1,1,0,Dis Satisfied
42,13911,0,1,0,Dis Satisfied
72,23915,0,1,0,Dis Satisfied
39,30094,0,0,1,Dis Satisfied
67,20929,1,0,0,Dis Satisfied
47,7985,0,1,0,Dis Satisfied
33,90015,1,1,1,Satisfied
43,35068,1,1,1,Satisfied
34,11106,0,0,0,Dis Satisfied
38,50361,1,1,1,Satisfied
69,15916,1,0,1,Dis Satisfied
21,96502,1,1,0,Satisfied
43,20100,1,1,0,Dis Satisfied
63,18948,1,0,0,Dis Satisfied
71,24107,0,0,1,Dis Satisfied
35,29919,1,1,0,Dis Satisfied
51,27085,1,1,1,Dis Satisfied
52,10937,1,1,0,Dis Satisfied
37,38981,1,1,0,Satisfied
27,69933,0,1,1,Satisfied
39,30000,1,0,1,Dis Satisfied
62,14080,0,1,0,Dis Satisfied
32,28019,1,1,1,Dis Satisfied
42,14102,0,0,1,Dis Satisfied
26,67566,1,0,0,Satisfied
45,32999,0,1,1,Satisfied
46,9061,1,1,0,Dis Satisfied
36,67909,1,0,1,Satisfied
46,70689,0,0,1,Satisfied
24,37009,0,0,1,Satisfied
44,15924,0,1,0,Dis Satisfied
30,55428,0,0,1,Satisfied
42,12949,1,1,0,Dis Satisfied
34,34110,0,1,0,Dis Satisfied
50,11044,0,1,1,Dis Satisfied
71,18028,0,1,0,Dis Satisfied
60,14025,1,0,0,Dis Satisfied
48,15987,1,1,1,Dis Satisfied
44,18069,0,0,0,Dis Satisfied
42,40895,0,1,1,Satisfied
45,43310,0,1,1,Satisfied
56,6050,0,1,1,Dis Satisfied
30,49549,0,0,1,Satisfied
67,11924,0,1,0,Dis Satisfied
74,38957,0,1,1,Dis Satisfied
35,25986,1,0,0,Dis Satisfied
63,38956,1,0,0,Dis Satisfied
25,62661,0,1,1,Satisfied
58,18049,0,0,1,Dis Satisfied
38,90621,0,0,0,Satisfied
72,35105,1,0,0,Dis Satisfied
60,36098,1,1,0,Dis Satisfied
48,20038,1,1,0,Dis Satisfied
52,5962,0,1,0,Dis Satisfied
27,64393,1,0,1,Satisfied
47,85797,1,1,0,Satisfied
57,15047,1,1,0,Dis Satisfied
72,11962,1,0,1,Dis Satisfied
44,33943,1,1,0,Dis Satisfied
36,56649,0,1,1,Satisfied
65,22929,0,0,0,Dis Satisfied
47,57234,1,1,0,Satisfied
62,34064,1,0,0,Dis Satisfied
54,22065,1,1,0,Dis Satisfied
42,54690,0,0,1,Satisfied
66,29077,0,0,1,Dis Satisfied
38,63975,1,0,1,Satisfied
70,14037,0,1,1,Dis Satisfied
40,96178,1,1,1,Satisfied
63,22000,0,1,0,Dis Satisfied
52,16006,0,0,0,Dis Satisfied
36,34911,0,1,0,Dis Satisfied
63,6914,0,1,0,Dis Satisfied
68,27104,0,0,0,Dis Satisfied
26,52077,0,1,1,Satisfied
56,5085,1,0,0,Dis Satisfied
24,58975,0,0,1,Satisfied
65,12055,0,0,1,Dis Satisfied
35,87569,0,1,0,Satisfied
28,99646,1,1,1,Satisfied
37,11985,0,0,1,Dis Satisfied
40,68831,1,1,1,Satisfied
45,34007,0,0,1,Satisfied
30,63504,1,1,1,Satisfied
27,78092,1,1,1,Satisfied
34,27978,0,1,0,Dis Satisfied
32,94332,0,1,1,Satisfied
57,34976,1,1,0,Dis Satisfied
26,42355,1,1,1,Satisfied
57,10921,1,1,0,Dis Satisfied
36,16956,1,1,1,Dis Satisfied
34,26011,0,1,0,Dis Satisfied
39,82709,0,0,1,Satisfied
55,23930,1,0,1,Dis Satisfied
25,73394,0,1,1,Satisfied
40,44088,1,0,1,Satisfied
28,46743,1,0,1,Satisfied
41,44515,1,1,1,Satisfied
42,80361,0,0,1,Satisfied
69,32985,0,0,0,Dis Satisfied
41,17063,0,1,0,Dis Satisfied
53,16922,0,1,0,Dis Satisfied
25,94668,0,1,0,Satisfied
66,39027,1,0,0,Dis Satisfied
45,22923,1,0,1,Dis Satisfied
56,34045,1,0,0,Dis Satisfied
39,77133,0,1,1,Satisfied
25,82752,1,1,1,Satisfied
52,39109,1,0,0,Dis Satisfied
65,22015,0,0,1,Dis Satisfied
33,85986,1,0,1,Satisfied
44,43927,1,1,0,Satisfied
38,66749,1,0,1,Satisfied
39,39813,1,0,1,Satisfied
45,31949,0,1,1,Dis Satisfied
62,6982,0,0,1,Dis Satisfied
37,55580,0,1,1,Satisfied
38,97863,0,0,1,Satisfied
68,13967,0,1,0,Dis Satisfied
25,87889,1,0,1,Satisfied
23,38045,1,1,1,Satisfied
51,29925,0,0,0,Dis Satisfied
39,30114,0,1,1,Dis Satisfied
55,26058,1,0,0,Dis Satisfied
70,34960,0,1,1,Dis Satisfied
47,19930,1,0,0,Dis Satisfied
59,38022,1,1,0,Dis Satisfied
69,15076,0,1,0,Dis Satisfied
42,39868,1,1,1,Satisfied
52,18938,0,0,0,Dis Satisfied
50,12938,1,0,0,Dis Satisfied
36,37944,1,1,1,Dis Satisfied
24,71098,1,0,1,Satisfied
47,71726,0,1,1,Satisfied
69,17052,1,1,0,Dis Satisfied
69,32928,0,0,0,Dis Satisfied
36,64913,1,1,1,Satisfied
57,30093,0,0,0,Dis Satisfied
24,88816,1,0,1,Satisfied
61,12907,1,1,0,Dis Satisfied
33,100431,0,0,0,Satisfied
24,70704,1,1,0,Satisfied
57,34000,0,0,1,Dis Satisfied
42,8086,0,1,1,Dis Satisfied
47,18029,0,1,0,Dis Satisfied
35,27047,0,1,0,Dis Satisfied
34,35962,1,0,0,Dis Satisfied
29,77431,0,1,1,Satisfied
40,46872,0,0,1,Satisfied
63,9046,0,0,0,Dis Satisfied
42,33988,0,0,1,Satisfied
57,38955,1,0,0,Dis Satisfied
41,36081,0,1,0,Dis Satisfied
35,27092,0,1,0,Dis Satisfied
47,55443,0,1,1,Satisfied
39,28935,1,0,0,Dis Satisfied
61,12942,1,1,1,Dis Satisfied
68,33943,1,1,1,Dis Satisfied
61,15100,0,0,0,Dis Satisfied
59,32990,1,1,0,Dis Satisfied
55,17002,0,0,1,Dis Satisfied
46,12104,0,0,0,Dis Satisfied
25,95761,0,1,1,Satisfied
38,31935,1,0,0,Dis Satisfied
27,80490,1,0,1,Satisfied
63,38954,0,1,0,Dis Satisfied
35,68601,0,1,0,Satisfied
40,42945,1,0,1,Satisfied
67,37947,0,1,1,Dis Satisfied
30,63660,0,0,0,Satisfied
59,23996,0,0,0,Dis Satisfied
42,45084,1,0,1,Satisfied
43,22922,1,1,0,Dis Satisfied
42,50189,0,0,1,Satisfied
60,36006,0,1,0,Dis Satisfied
62,22019,1,1,1,Dis Satisfied
74,34035,1,0,1,Dis Satisfied
68,5096,0,1,1,Dis Satisfied
25,68716,1,1,0,Satisfied
34,71147,0,0,1,Satisfied
60,38106,1,0,0,Dis Satisfied
58,22036,1,0,0,Dis Satisfied
41,33057,1,0,1,Dis Satisfied
29,80318,0,0,1,Satisfied
48,29046,0,1,0,Dis Satisfied
52,19934,1,1,1,Dis Satisfied
28,32009,0,0,1,Satisfied
55,7028,0,0,0,Dis Satisfied
27,34978,0,1,1,Satisfied
67,11082,1,1,0,Dis Satisfied
52,29916,0,0,0,Dis Satisfied
45,53213,0,0,1,Satisfied
71,8070,1,0,0,Dis Satisfied
27,66410,1,1,1,Satisfied
52,31106,1,1,1,Dis Satisfied
46,5083,1,0,0,Dis Satisfied
50,13912,1,1,0,Dis Satisfied
33,91486,0,0,0,Satisfied
24,56789,0,0,1,Satisfied
60,22041,1,1,0,Dis Satisfied
42,93710,0,0,1,Satisfied
67,4986,1,1,0,Dis Satisfied
47,15981,0,1,0,Dis Satisfied
60,16916,0,0,0,Dis Satisfied
27,34783,1,1,1,Satisfied
46,4963,1,0,0,Dis Satisfied
65,18067,0,0,0,Dis Satisfied
39,86111,0,0,1,Satisfied
35,77958,0,0,1,Satisfied
37,8049,0,1,0,Dis Satisfied
36,22087,1,1,1,Dis Satisfied
46,57080,1,1,1,Satisfied
27,73651,1,1,1,Satisfied
57,34095,0,1,0,Dis Satisfied
51,28004,1,0,1,Dis Satisfied
37,27015,0,1,0,Dis Satisfied
51,30093,1,0,0,Dis Satisfied
28,35986,0,1,1,Satisfied
45,88625,0,0,1,Satisfied
40,9103,1,1,0,Dis Satisfied
38,68666,1,0,1,Satisfied
38,91064,1,0,1,Satisfied
38,5905,1,1,0,Dis Satisfied
25,107867,1,0,1,Satisfied
58,27112,0,1,1,Dis Satisfied
29,34815,0,1,1,Satisfied
39,15996,0,0,0,Dis Satisfied
45,91599,1,0,1,Satisfied
34,52327,1,1,1,Satisfied
42,26096,0,0,0,Dis Satisfied
24,78059,1,0,1,Satisfied
21,54015,1,1,1,Satisfied
58,6977,1,0,0,Dis Satisfied
47,51712,0,0,0,Satisfied
46,13996,0,0,0,Dis Satisfied
70,16926,0,0,0,Dis Satisfied
40,52468,0,0,1,Satisfied
57,4954,0,0,1,Dis Satisfied
73,5015,0,0,1,Dis Satisfied
43,24081,1,1,0,Dis Satisfied
62,10949,1,0,0,Dis Satisfied
56,27924,1,1,1,Dis Satisfied
46,70840,0,1,1,Satisfied
70,22934,0,1,1,Dis Satisfied
41,77251,0,1,1,Satisfied
63,30084,0,1,0,Dis Satisfied
52,35968,1,1,1,Dis Satisfied
60,36063,1,0,0,Dis Satisfied
42,78534,0,1,1,Satisfied
46,57212,0,1,1,Satisfied
50,7020,0,1,0,Dis Satisfied
39,10032,1,1,0,Dis Satisfied
52,32000,0,0,0,Dis Satisfied
35,16930,0,1,0,Dis Satisfied
50,31012,0,1,1,Dis Satisfied
36,44888,0,0,1,Satisfied
66,36045,1,1,0,Dis Satisfied
68,29974,1,0,1,Dis Satisfied
44,82830,0,1,1,Satisfied
45,8919,1,1,0,Dis Satisfied
57,14969,1,1,1,Dis Satisfied
32,46680,1,1,1,Satisfied
52,31063,1,0,0,Dis Satisfied
33,25066,0,1,1,Dis Satisfied
39,49733,1,1,1,Satisfied
40,52526,1,0,1,Satisfied
68,17059,0,0,1,Dis Satisfied
34,72867,0,1,1,Satisfied
65,33069,1,1,0,Dis Satisfied
24,80628,0,0,1,Satisfied
23,88073,1,0,1,Satisfied
38,53651,1,1,0,Satisfied
34,29928,1,0,0,Dis Satisfied
28,82477,1,0,1,Satisfied
35,7018,0,0,0,Dis Satisfied
43,51998,1,0,1,Satisfied
23,37730,1,0,1,Satisfied
40,71212,1,1,1,Satisfied
62,7063,0,1,0,Dis Satisfied
38,36074,1,0,1,Dis Satisfied
37,46821,0,1,1,Satisfied
25,35045,1,0,1,Satisfied
48,55242,1,1,1,Satisfied
35,18020,0,1,0,Dis Satisfied
41,78270,0,0,0,Satisfied
25,30017,0,0,0,Satisfied
62,27088,0,0,1,Dis Satisfied
37,74999,0,1,1,Satisfied
71,7036,0,1,1,Dis Satisfied
31,82135,1,1,0,Satisfied
50,40389,1,1,1,Satisfied
65,32863,0,0,1,Dis Satisfied
38,19045,0,0,1,Dis Satisfied
67,10080,1,0,0,Dis Satisfied
55,33028,0,1,0,Dis Satisfied
35,91739,1,0,0,Satisfied
28,46950,1,1,1,Satisfied
25,78878,1,0,1,Satisfied
62,27976,0,1,0,Dis Satisfied
24,82600,0,1,1,Satisfied
64,31964,0,0,1,Dis Satisfied
34,37053,0,0,0,Dis Satisfied
70,27917,0,0,0,Dis Satisfied
61,28966,0,1,0,Dis Satisfied
38,22102,1,0,1,Dis Satisfied
73,35095,1,0,0,Dis Satisfied
52,32094,1,1,0,Dis Satisfied
37,59107,0,0,1,Satisfied
23,77120,1,0,1,Satisfied
35,13966,0,1,0,Dis Satisfied
69,39080,0,0,1,Dis Satisfied
64,27036,0,1,1,Dis Satisfied
34,53272,1,0,1,Satisfied
62,14926,1,1,1,Dis Satisfied
35,6054,1,0,1,Dis Satisfied
40,38021,1,1,0,Dis Satisfied
72,24105,0,1,0,Dis Satisfied
30,35258,1,0,1,Satisfied
50,16024,1,0,0,Dis Satisfied
58,26008,1,0,0,Dis Satisfied
69,15090,0,1,0,Dis Satisfied
45,8014,0,0,1,Dis Satisfied
52,9082,1,1,0,Dis Satisfied
42,44786,1,0,1,Satisfied
71,7936,1,1,0,Dis Satisfied
27,55029,1,1,1,Satisfied
40,66379,0,0,1,Satisfied
42,95789,1,1,1,Satisfied
69,25996,0,0,1,Dis Satisfied
69,25088,1,0,0,Dis Satisfied
67,14075,0,1,0,Dis Satisfied
35,14941,1,0,0,Dis Satisfied
35,19028,0,0,1,Dis Satisfied
66,4959,1,1,1,Dis Satisfied
44,46388,1,0,1,Satisfied
37,89216,0,0,0,Satisfied
30,33951,1,0,1,Satisfied
60,35019,0,1,1,Dis Satisfied
42,51604,0,0,1,Satisfied
54,16086,1,1,0,Dis Satisfied
54,9060,1,0,1,Dis Satisfied
60,25937,1,0,0,Dis Satisfied
52,23001,1,0,0,Dis Satisfied
68,31113,1,1,1,Dis Satisfied
39,21109,0,0,0,Dis Satisfied
44,19033,0,1,1,Dis Satisfied
33,22050,0,1,0,Dis Satisfied
24,63657,1,0,1,Satisfied
32,53930,0,1,1,Satisfied
46,34039,1,0,0,Dis Satisfied
52,39006,1,1,0,Dis Satisfied
51,6999,1,0,0,Dis Satisfied
57,35923,1,1,1,Dis Satisfied
49,83799,1,0,1,Satisfied
27,74922,1,0,0,Satisfied
35,26969,1,0,0,Dis Satisfied
25,40606,0,0,1,Satisfied
35,41880,0,0,1,Satisfied
53,4961,0,0,1,Dis Satisfied
24,47121,1,0,1,Satisfied
47,71476,0,1,1,Satisfied
48,47725,1,0,1,Satisfied
24,61147,1,1,0,Satisfied
20,63195,1,1,1,Satisfied
52,37058,1,0,1,Dis Satisfied
29,33071,0,1,1,Satisfied
35,50305,1,1,1,Satisfied
68,22949,1,1,0,Dis Satisfied
43,8011,1,1,0,Dis Satisfied
58,21097,1,0,0,Dis Satisfied
74,39088,1,1,1,Dis Satisfied
69,13990,1,1,1,Dis Satisfied
46,32109,1,1,0,Dis Satisfied
46,57383,1,0,1,Satisfied
40,76602,1,0,1,Satisfied
49,7048,0,0,1,Dis Satisfied
64,21040,1,0,0,Dis Satisfied
32,96518,1,1,1,Satisfied
56,16912,1,0,0,Dis Satisfied
60,23104,1,1,0,Dis Satisfied
42,11074,0,0,1,Dis Satisfied
48,16014,1,1,0,Dis Satisfied
65,33976,1,1,0,Dis Satisfied
24,95376,0,1,1,Satisfied
50,9103,0,0,1,Dis Satisfied
37,15028,1,1,0,Dis Satisfied
35,37087,0,0,0,Dis Satisfied
43,89230,0,1,1,Satisfied
23,92788,1,1,1,Satisfied
51,31034,0,1,0,Dis Satisfied
53,6952,0,0,0,Dis Satisfied
47,31989,0,0,0,Dis Satisfied
46,91304,1,0,1,Satisfied
20,76852,1,0,1,Satisfied
55,18047,0,1,0,Dis Satisfied
33,72745,0,1,1,Satisfied
37,14029,0,1,0,Dis Satisfied
36,12045,0,1,0,Dis Satisfied
31,49848,1,0,0,Satisfied
48,4913,0,1,0,Dis Satisfied
44,14960,1,1,1,Dis Satisfied
73,37931,0,1,1,Dis Satisfied
44,40406,0,1,0,Satisfied
68,28941,1,1,0,Dis Satisfied
31,34385,1,1,1,Satisfied
30,47035,0,1,1,Satisfied
27,37283,0,1,0,Satisfied
56,35050,1,1,0,Dis Satisfied
51,28098,1,0,1,Dis Satisfied
46,32002,0,1,0,Dis Satisfied
70,34968,1,1,0,Dis Satisfied
70,28951,1,1,0,Dis Satisfied
32,58069,1,1,1,Satisfied
67,28079,1,0,1,Dis Satisfied
46,41088,1,0,0,Satisfied
41,91535,0,0,1,Satisfied
32,30101,0,0,0,Satisfied
42,47529,0,0,0,Satisfied
68,13015,0,0,0,Dis Satisfied
38,33023,0,0,1,Satisfied
48,8983,0,1,1,Dis Satisfied
38,32050,1,1,0,Dis Satisfied
50,34999,1,1,1,Dis Satisfied
35,57677,0,0,1,Satisfied
56,37987,0,1,1,Dis Satisfied
57,27925,0,1,1,Dis Satisfied
42,44203,0,1,0,Dis Satisfied
48,4965,0,0,0,Dis Satisfied
30,45825,0,1,0,Satisfied
29,87078,1,0,1,Dis Satisfied
74,37941,0,0,0,Dis Satisfied
22,87782,0,1,0,Dis Satisfied
39,18990,1,0,0,Satisfied
37,68433,1,1,0,Dis Satisfied
29,53386,0,0,1,Satisfied
43,10972,0,1,0,Dis Satisfied
50,81596,0,1,1,Dis Satisfied
43,10907,1,1,1,Satisfied
35,95050,0,0,1,Satisfied
44,7089,1,1,1,Satisfied
50,6039,1,0,1,Dis Satisfied
71,14103,0,0,0,Dis Satisfied
33,48812,1,1,0,Dis Satisfied
34,37972,1,0,1,Dis Satisfied
40,50065,0,1,1,Satisfied
44,12102,0,0,0,Satisfied
40,45192,1,0,1,Satisfied
62,45891,1,0,0,Dis Satisfied
74,24981,1,1,0,Dis Satisfied
67,16995,0,0,1,Dis Satisfied
31,63699,0,1,0,Satisfied
56,27103,0,1,1,Dis Satisfied
71,37941,1,1,0,Dis Satisfied
47,57502,0,1,1,Satisfied
42,18955,0,1,1,Dis Satisfied
63,13986,1,1,0,Dis Satisfied
64,13016,0,1,0,Dis Satisfied
35,8089,1,1,1,Dis Satisfied
34,39032,1,1,0,Dis Satisfied
22,98201,0,1,1,Satisfied
45,28955,0,0,0,Dis Satisfied
66,29978,1,1,0,Dis Satisfied
58,11099,1,1,1,Dis Satisfied
52,22082,0,1,0,Dis Satisfied
48,83048,0,1,1,Satisfied
66,8974,1,1,1,Dis Satisfied
40,83115,0,0,1,Satisfied
40,26957,1,1,1,Dis Satisfied
41,88524,0,0,1,Satisfied
53,19007,0,0,0,Dis Satisfied
46,18015,1,0,0,Dis Satisfied
43,32033,1,0,0,Dis Satisfied
62,13054,1,0,1,Dis Satisfied
68,36059,1,1,1,Dis Satisfied
42,51690,1,1,1,Satisfied
25,29929,0,1,1,Satisfied
53,36926,1,1,0,Dis Satisfied
33,43278,0,1,1,Dis Satisfied
49,27931,1,1,0,Dis Satisfied
59,9908,1,0,0,Dis Satisfied
30,71347,0,1,1,Satisfied
47,32094,0,0,0,Dis Satisfied
30,40033,1,0,0,Satisfied
58,23979,1,1,1,Dis Satisfied
46,66561,1,1,1,Satisfied
63,29963,1,1,0,Dis Satisfied
43,69167,0,0,1,Satisfied
42,28980,0,1,1,Dis Satisfied
46,31003,1,0,0,Dis Satisfied
33,30041,1,0,1,Dis Satisfied
35,67610,1,0,1,Satisfied
46,8990,1,1,0,Dis Satisfied
39,45524,1,0,0,Dis Satisfied
37,5043,0,1,1,Dis Satisfied
63,13998,1,1,1,Dis Satisfied
29,69350,0,1,0,Satisfied
33,65844,0,1,1,Satisfied
63,30013,0,0,0,Dis Satisfied
60,30015,1,0,1,Dis Satisfied
47,85718,0,1,0,Satisfied
70,27956,1,1,0,Dis Satisfied
30,30039,1,1,1,Satisfied
62,20944,0,0,0,Dis Satisfied
52,38958,1,0,1,Dis Satisfied
67,32079,0,1,0,Dis Satisfied
39,25919,1,0,1,Dis Satisfied
43,34696,0,0,1,Satisfied
72,23924,0,0,1,Dis Satisfied
21,78200,0,0,1,Satisfied
32,11029,0,0,0,Dis Satisfied
62,18086,1,0,0,Dis Satisfied
25,84598,1,1,0,Satisfied
32,46484,1,0,1,Satisfied
36,20927,0,0,0,Dis Satisfied
39,7064,1,1,0,Dis Satisfied
47,20042,0,1,0,Dis Satisfied
47,78525,0,0,1,Satisfied
28,86693,1,0,0,Satisfied
40,7020,0,0,0,Dis Satisfied
46,32021,0,0,0,Dis Satisfied
56,32007,1,0,1,Dis Satisfied
34,23018,0,1,0,Dis Satisfied
34,38429,1,0,1,Satisfied
26,72634,0,0,1,Satisfied
66,37422,1,0,0,Dis Satisfied
24,94035,1,1,1,Satisfied
26,56191,0,0,1,Satisfied
42,17934,0,0,0,Dis Satisfied
69,21103,0,0,1,Dis Satisfied
45,38043,1,1,0,Dis Satisfied
41,20027,1,1,0,Dis Satisfied
63,11987,0,1,0,Dis Satisfied
31,66416,1,1,1,Satisfied
74,29970,0,1,0,Dis Satisfied
57,23997,1,1,0,Dis Satisfied
33,80752,1,1,1,Satisfied
43,30097,1,0,1,Dis Satisfied
36,14024,0,0,1,Dis Satisfied
35,32064,0,0,0,Dis Satisfied
25,95767,0,0,1,Satisfied
58,37039,1,0,0,Dis Satisfied
43,47275,1,1,1,Satisfied
74,29970,1,1,1,Dis Satisfied
36,22088,1,1,1,Dis Satisfied
41,86207,1,0,1,Satisfied
40,24078,1,1,0,Dis Satisfied
54,23011,0,0,1,Dis Satisfied
29,61222,1,1,1,Satisfied
41,5908,1,1,0,Dis Satisfied
49,32086,1,0,0,Dis Satisfied
48,98157,1,1,1,Satisfied
47,25928,1,1,1,Dis Satisfied
42,16071,0,0,1,Dis Satisfied
60,8063,0,1,0,Dis Satisfied
34,15034,1,1,0,Dis Satisfied
46,67481,1,0,1,Satisfied
43,89770,0,1,1,Satisfied
24,47683,1,0,1,Satisfied
32,71248,1,1,1,Satisfied
71,10909,0,1,1,Dis Satisfied
59,12096,1,1,1,Dis Satisfied
35,92927,0,0,1,Satisfied
69,23962,0,1,0,Dis Satisfied
65,31987,1,0,1,Dis Satisfied
62,25101,0,1,1,Dis Satisfied
44,23914,0,0,0,Dis Satisfied
41,53525,0,0,0,Satisfied
37,44555,1,1,1,Satisfied
50,12954,1,0,0,Dis Satisfied
40,63031,1,1,1,Satisfied
48,19934,0,0,0,Dis Satisfied
38,32966,0,0,1,Satisfied
28,83210,1,1,1,Satisfied
21,85623,0,0,1,Satisfied
38,18050,0,1,0,Dis Satisfied
63,30932,0,0,1,Dis Satisfied
53,37975,1,1,0,Dis Satisfied
35,38021,0,0,0,Dis Satisfied
22,35946,1,1,0,Satisfied
33,38029,0,0,0,Dis Satisfied
40,90456,0,0,1,Satisfied
36,47556,0,0,1,Satisfied
56,32051,0,1,1,Dis Satisfied
48,54736,1,0,0,Satisfied
23,101986,0,1,1,Satisfied
56,7938,0,0,1,Dis Satisfied
60,5064,1,0,0,Dis Satisfied
25,30002,0,1,1,Satisfied
41,52101,1,0,1,Satisfied
33,102577,1,0,0,Satisfied
53,35966,1,0,1,Dis Satisfied
41,11010,0,1,0,Dis Satisfied
45,30941,1,0,1,Dis Satisfied
35,49404,0,0,1,Satisfied
32,76553,1,0,1,Satisfied
