area_sqft,num_rooms,num_floors,age,near_main_road,has_parking,price
2005,7,3,37,1,1,2567448.3316262304
2081,3,4,3,1,1,1360532.1364647434
2254,6,3,19,0,1,2233155.21119239
2666,1,1,31,1,1,1258142.9104518557
960,3,4,43,0,0,848354.4438847572
1291,1,4,18,1,1,894408.5807083998
996,7,1,41,1,0,2005247.7478145526
2790,3,3,7,1,0,1807343.8491700415
2950,5,2,23,1,1,2352426.482916806
849,5,2,14,0,1,1293432.9314705045
2783,9,4,23,1,0,3929822.933201881
2451,1,3,31,0,1,1284021.9029702474
2225,3,4,48,0,0,1354774.5271140873
2964,4,2,37,1,1,2040242.776558859
1649,4,3,43,1,0,1370536.9602555037
1573,8,4,32,0,0,2578263.152378699
2685,8,4,47,1,1,3342785.6688775304
2083,4,1,7,0,1,1589960.3052810694
2550,9,1,21,0,1,3686402.6718571116
1598,9,2,45,1,0,3244581.516067334
1409,3,4,7,1,1,1374717.8673069347
2171,9,3,46,0,1,3530347.152867475
2107,8,3,43,1,0,3109775.6285953247
2965,4,2,25,1,0,1871608.7043306048
839,5,1,15,1,0,1455021.4112457936
1708,2,3,0,1,0,885161.306890126
2672,7,3,37,0,1,2920538.1817047605
2430,2,2,4,1,1,1404352.0116630134
2367,1,1,0,0,0,1177648.6785438503
645,5,1,26,0,0,1060812.8107018536
1942,8,3,9,1,0,2902910.32532941
1637,4,1,33,1,0,1409434.4718612004
2013,1,4,0,0,0,1074873.4092106344
2124,4,2,21,0,0,1405726.9231614857
1352,9,2,20,0,0,2839829.124417777
2663,8,1,33,1,0,3110863.956429142
682,9,2,16,1,0,2786378.84643213
2829,7,4,10,1,0,3067305.39197354
2340,6,4,24,1,0,2334642.00357546
571,6,1,0,1,0,1607774.5865045907
1644,1,1,22,0,0,757458.3277250235
1518,3,3,2,0,1,1159077.6068582598
2282,2,3,24,1,0,1166836.1489068612
2491,7,4,16,1,1,2930101.469862586
2675,6,2,28,1,0,2544157.593636017
2764,3,3,1,0,1,1707963.729175449
1000,4,3,36,1,0,1239261.5939009376
2423,1,3,44,0,0,1125658.7837520773
866,4,4,42,0,0,916725.0904749156
2138,2,1,5,1,1,1151369.086471212
696,5,3,14,0,0,1179464.3462836626
2992,9,4,26,0,0,3851755.50322107
2936,9,3,32,0,0,4003676.349915363
1419,1,2,7,0,0,526838.6913762153
2662,6,1,46,1,0,2501599.7583692735
1947,2,4,1,1,0,1101508.451883422
2298,1,1,14,1,0,1324332.6411886753
1060,9,2,33,0,0,2810101.3139563273
1053,2,3,18,0,1,787450.8617722628
1201,6,2,0,0,0,1704845.8357286453
740,6,4,13,0,1,1669735.0728456317
1103,3,2,34,1,1,1056868.9533020693
2854,6,3,23,1,0,2657339.425061085
1252,4,3,47,1,1,1019987.4130956924
705,8,2,28,0,0,2086566.258246419
2333,4,2,38,1,0,1753485.5871181996
2187,7,1,47,1,1,2533057.6819823086
1273,2,4,36,0,1,781712.4035770906
1981,6,3,39,1,1,2208094.0571680274
894,5,2,47,0,0,1182653.183913487
2085,1,2,13,0,0,959760.5947911271
2005,5,2,40,1,1,1914725.826283627
1937,6,1,19,0,1,1991485.790880431
2988,2,3,45,0,1,1546689.9834577732
2035,7,1,11,1,0,2419656.4992210492
1295,1,4,47,1,1,751910.3651269526
2902,1,3,33,1,1,1541545.3773893581
1567,1,1,29,1,1,988263.869723987
2746,2,2,33,1,1,1502516.786124297
2874,1,2,22,1,0,1271012.9448382382
2261,7,3,16,1,1,2783776.779399386
1156,5,4,21,0,0,1417772.338924555
430,7,4,8,1,1,2035876.6417171648
2779,5,2,18,0,0,2062593.8697719057
2393,8,4,20,1,0,3286866.160860018
2499,8,3,48,1,0,3082365.6438216837
642,9,4,42,0,1,2795781.012698837
1085,3,2,22,1,0,1058794.378291329
2035,2,2,47,0,0,1133090.2842790645
1840,7,1,1,0,0,2408028.3760030866
1898,7,3,31,1,1,2381670.627856368
1815,3,1,18,0,1,1172812.676521498
1812,2,3,5,0,1,1021722.3718992348
972,2,4,43,1,0,737010.7389976403
2391,3,2,22,1,1,1497801.1709654662
1831,8,4,6,1,0,3027228.918698685
2966,8,1,11,1,1,3266219.3184287394
1612,1,1,31,0,0,718458.6440214934
2730,9,2,49,1,1,3736545.5448757363
2059,5,3,30,1,1,1744640.324020145
998,5,4,37,0,0,1353408.1973354255
2595,2,3,39,1,0,1519218.646860855
469,5,4,31,1,0,1194550.7614063474
1793,6,3,10,1,0,2037542.0538961901
2049,7,4,46,0,0,2526886.8695768476
1938,1,4,43,1,0,946776.4974664584
2681,3,3,27,1,0,1704483.8997609015
866,4,1,1,1,1,936382.6779944526
956,7,3,28,0,0,1999583.7351226346
1293,8,1,31,1,0,2914272.0042519667
1235,5,4,6,1,1,1489453.8507252426
1710,7,3,28,0,1,2392179.748787826
1017,2,4,4,1,0,831940.1965909491
1717,8,2,28,1,0,2567034.9138375535
1904,2,4,36,0,1,1010866.3531548951
533,3,1,1,1,1,683419.3490360684
407,3,1,48,1,0,433735.46333176614
2475,6,3,38,0,0,2225620.932309303
1182,6,4,28,1,0,1732513.5729768346
1733,1,1,41,0,1,885321.2743849804
940,2,1,20,0,1,576825.8262112811
1457,5,4,39,1,1,1521255.3390815824
2454,9,4,11,1,1,3742755.179429525
2487,6,1,25,0,0,2267377.7113694325
1308,6,1,31,1,0,1722782.6704374396
2509,1,3,19,1,0,1442235.4217958609
1720,8,4,4,0,1,2822299.3632233413
2826,9,4,3,1,1,3885563.688663156
721,5,2,40,0,0,1136209.85245219
1132,3,2,9,1,0,1009095.5231277568
1818,5,4,11,1,0,1796946.6332491417
1780,5,3,32,0,0,1651712.9227179594
2866,1,1,45,0,0,1320093.0222141433
1759,9,1,4,1,1,3426677.664582956
2467,2,4,10,0,0,1328281.1654137326
2859,5,3,36,0,0,2003897.8367256052
2314,1,4,29,0,1,1244551.4107345792
948,7,3,26,1,0,1996216.333943452
1682,7,4,48,1,1,2336910.130606831
1004,5,4,29,0,1,1312187.9761299675
2122,2,3,42,0,1,1308802.4213061
2804,8,1,45,0,0,3247012.3643676825
2648,3,3,12,0,0,1525700.3384427074
1981,5,2,24,0,1,1673792.1673329559
2678,6,3,14,1,1,2574541.9575404935
2750,6,4,46,1,1,2478170.7001530677
2834,8,3,1,0,1,3349762.4494388443
1114,1,3,41,0,1,656452.6014640881
1324,5,4,10,1,0,1493860.911142871
457,7,1,0,1,1,1923260.6786620067
833,5,1,21,0,1,1105616.3915623794
2969,8,1,0,0,0,3474548.346907126
2184,2,4,43,1,0,1330365.5168677482
882,5,2,34,0,0,1399109.2049341411
766,4,3,45,0,1,897294.4880122349
1288,3,3,9,0,1,938045.7246229047
2252,2,4,31,1,0,1505647.132642549
1754,8,2,12,1,1,2791473.151549113
2123,4,2,5,0,1,1609531.2887633485
1658,4,3,33,1,0,1518716.1266244997
810,4,2,8,1,1,949188.1861339121
2630,9,1,19,0,1,3647960.71208463
2605,7,4,8,1,1,2681500.734998495
2460,3,1,30,1,1,1508086.15033532
2212,5,4,19,1,0,1883292.4976004532
2202,4,4,42,1,1,1718919.381483715
1077,1,3,3,0,0,511447.94103464036
1017,4,3,37,1,1,1259274.1742469037
2651,7,4,38,1,1,2728812.3892029226
2749,5,1,28,1,1,1977229.7984467112
1194,6,3,37,1,0,1831105.13337054
1128,6,2,16,0,0,1548109.5174851518
2093,7,4,39,0,1,2445911.1272498798
2285,1,3,16,0,0,1155278.4699164347
2953,6,2,38,1,0,2589130.0890640174
1038,9,1,33,1,0,2958586.6294828863
590,5,4,38,0,1,1159496.5486990248
2201,7,2,34,0,1,2580310.2486997456
1298,3,4,43,1,0,963412.3788555877
2396,4,1,42,0,1,1661348.2984909087
2507,4,2,35,1,0,1796733.5570121498
1889,6,2,21,1,1,2169918.097694292
1802,3,3,20,1,0,1261072.018612076
1852,3,2,17,0,1,1403051.0680679423
2509,5,4,46,1,1,2073437.0234533146
2343,2,1,13,0,0,1194436.7172042886
2749,1,3,47,1,1,1426570.0819766822
1037,2,1,27,1,0,615357.420328584
1398,9,4,17,0,0,3253063.8379978975
2619,3,2,32,0,1,1477170.373583239
1928,3,3,27,1,1,1264317.6886371034
462,1,3,18,0,1,541306.3969710197
415,2,4,33,1,0,398880.185585145
1241,6,1,14,0,1,1652408.7442659002
1524,2,3,14,0,0,861275.8514921515
1616,8,3,19,1,0,2741120.075058249
2396,6,2,36,0,0,2364526.917998211
1298,2,4,27,1,0,864546.4253237437
1890,6,3,35,1,1,2084581.1023466326
2622,2,1,48,0,1,1254344.767169537
1657,1,3,49,0,0,778177.3919092157
1914,5,4,12,0,1,1759584.3753331138
816,5,4,6,1,0,1313938.5891493838
1956,8,2,20,1,0,2929656.947969879
850,4,3,17,0,1,1012382.6700129498
2223,2,1,9,0,0,1281544.7751494767
679,7,2,38,1,1,2009061.2121354882
643,3,3,2,1,1,854704.5371715588
1074,3,4,22,0,1,872269.5556623669
2593,8,4,5,0,0,3284922.8806975204
502,3,2,37,0,0,679895.4232548178
2757,2,1,26,1,1,1484517.3395213615
516,9,2,29,1,0,2705352.315155492
1895,8,2,46,0,1,2817785.4094325816
1162,2,4,29,1,0,888242.1186962553
2123,8,2,14,0,0,3124140.659557849
2634,5,2,1,1,1,1986918.6672029165
1184,4,4,2,0,1,1245582.2062846874
1892,5,1,9,0,0,1782328.3561886244
1106,5,2,29,1,1,1586852.4207968027
1195,1,1,19,0,0,666446.091552738
872,5,2,9,1,0,1327993.734905656
1081,7,4,15,0,1,2097913.7772581996
493,8,3,35,0,0,2278629.427640649
1135,8,3,37,1,0,2550729.846478674
2441,2,3,3,0,1,1338544.2466866006
2485,1,1,23,0,0,1073578.95834094
2929,4,2,23,0,1,1954650.2017984719
2558,3,4,48,0,1,1516640.0261160545
2313,8,1,5,0,1,3030874.477986953
2857,6,1,8,0,1,2595843.1366584147
1989,5,2,1,1,0,1627438.5978823137
2844,9,3,41,0,0,3620280.4399208394
1550,6,3,11,0,0,1907026.7412014985
2413,6,4,18,1,0,2402828.2246428207
441,1,3,15,0,0,256896.90359703693
440,9,3,31,0,0,2816032.9115583776
1910,2,4,9,1,1,1384247.9095234314
2094,1,2,47,1,1,1123414.5902286628
2846,7,4,2,0,0,2845101.4687429755
2629,5,2,20,0,0,2126098.4083755896
1143,6,3,43,0,0,1455355.013954486
2911,4,1,36,1,1,1826981.2091422759
1473,8,2,31,1,1,2721422.280316428
1831,7,1,10,0,1,2471349.8012949564
697,1,4,42,0,0,519675.8432116824
2592,6,2,48,0,1,2302402.950542925
415,3,2,10,1,1,630947.5730707957
1475,8,3,43,0,1,2666272.5612379177
506,6,2,41,0,0,1524581.6078614313
618,6,3,3,0,0,1557934.1039584593
2784,5,1,12,0,0,2181330.6706680646
770,8,1,10,0,1,2344750.120503249
653,6,1,33,0,0,1371187.3958445275
1828,7,2,0,0,0,2381258.7973835114
2408,9,3,34,1,0,3878935.7725221077
2122,6,2,5,0,0,2224221.480765891
2632,6,2,17,1,1,2636388.5681731943
1712,9,2,8,1,0,3267126.44166003
2921,6,4,22,1,1,2790191.1534683076
1384,7,3,24,1,0,2332480.283134808
2949,4,3,37,1,0,2079315.7761874006
749,5,4,41,0,1,1101999.7417663925
2507,8,2,21,0,1,3244456.614183619
1878,5,1,16,1,0,1698157.7198523597
1278,4,3,48,0,1,1044762.9455179638
2912,8,1,8,0,1,3473280.9804761657
710,5,4,49,1,0,1143590.6355682483
1514,2,2,48,0,0,721124.0543649228
1721,8,2,37,0,0,2593957.1389470613
679,8,1,40,0,1,2220066.0131574078
1366,7,4,12,0,0,2152372.895903446
1094,9,1,17,0,0,2820215.305839396
1309,9,2,9,1,1,3285874.1261667707
670,4,1,14,0,1,599995.1078015491
1940,7,4,48,1,0,2536611.9285418964
1524,1,4,36,0,0,609067.3008866165
1811,1,2,17,0,1,1062135.6928241944
1709,3,2,4,1,0,1151685.0829647207
2153,6,2,35,0,0,2074077.5914092527
1240,8,3,4,1,1,2678291.1494849105
2221,5,3,36,1,1,1989261.7408358469
1403,3,1,44,1,1,1114301.716499972
639,2,2,7,1,1,653755.3367301064
2039,8,2,19,1,1,3008378.6636023098
760,9,1,48,1,0,2862350.020527152
1133,7,3,33,0,0,2109186.0978647796
1251,6,4,25,1,1,1760669.2746572422
1259,2,1,39,0,0,788925.0020400375
1100,2,4,46,1,0,819384.1617442621
1750,6,4,41,1,0,1916798.8154224504
1222,9,3,14,0,1,3059685.6284008967
2034,9,4,24,1,1,3558444.104308948
496,9,3,46,1,1,2725159.1080863597
726,3,1,30,0,1,653374.849318703
2520,3,1,8,1,0,1352987.6583706026
1393,9,3,36,1,1,3322963.4103287095
1679,5,4,34,1,1,1757042.046932653
2166,3,2,25,1,0,1472048.7979249111
1393,7,4,3,1,0,2223426.339823322
732,6,1,25,1,1,1741064.0011580037
1580,3,4,10,1,0,1122479.1193659091
2364,6,4,38,1,1,2195196.3329786425
2905,9,2,4,0,0,3783947.0949487328
498,2,2,19,1,0,568446.5273166475
643,5,4,22,0,0,1062490.0996724868
1900,5,4,36,1,1,1892307.8659810787
1864,6,4,2,1,1,2034447.446914961
1798,2,4,43,1,0,1009559.851786088
766,6,1,12,0,0,1442944.9566851535
2946,1,3,35,0,1,1377716.6910250124
1881,7,3,32,0,0,2424902.5222638804
2560,1,1,20,0,1,1169455.0309855337
1447,2,1,19,0,1,779961.6119963598
682,4,2,17,0,0,836883.8935134681
1715,5,4,27,1,0,1734171.883498187
1786,1,2,26,1,1,1044343.306959021
2848,1,1,23,1,0,1441661.6746628582
2137,5,2,32,0,1,1859399.2390596778
821,6,2,5,1,1,1625415.3092585476
1666,3,4,35,1,0,1165808.1961466693
1777,5,2,35,1,0,1618592.5732330233
1811,2,1,47,1,0,928802.1127668227
874,8,3,9,0,1,2395497.056871891
2852,3,4,26,1,0,1794193.3245875777
2483,3,2,14,1,1,1351203.5126453412
757,9,4,34,0,0,2815396.523926893
957,4,3,31,0,0,938890.3482376578
1750,3,2,28,0,0,1017291.3975879785
1467,5,1,37,0,1,1458710.8644685047
2767,6,3,2,0,1,2587194.1682262626
1137,1,1,15,1,0,643822.5146322186
2919,7,4,35,1,1,2946050.917827891
2972,4,1,38,1,1,1994577.974554412
424,9,3,11,0,0,2707229.138516353
1039,2,1,30,0,0,612378.1158705552
1974,2,4,35,0,1,1050965.93679781
1608,2,3,33,1,1,1040695.098226886
573,8,3,26,1,1,2290018.0811804356
1817,2,1,4,0,1,1114665.9855383595
585,4,1,34,0,1,967604.808531978
1704,1,1,10,1,1,1004136.6783107966
1400,4,1,18,1,0,1407844.2556348543
1718,6,2,13,0,1,2012346.8950017286
927,6,2,47,1,0,1566378.9368934578
1083,3,2,33,0,0,779830.1639429176
2633,9,4,37,0,1,3907171.5642372784
1967,5,3,13,1,0,1754811.3055203124
974,9,4,13,1,0,3166261.634302526
2434,2,3,20,1,0,1454848.2296590654
2284,3,2,13,0,1,1258256.494923872
1724,7,3,3,1,0,2507358.733351009
708,5,1,18,1,1,1394537.3420935343
1612,9,3,35,0,0,2928352.787047846
2241,2,1,49,1,0,1288430.3582549468
1834,9,2,17,1,1,3347730.2874446353
937,8,1,22,0,1,2438095.8634699294
1257,5,2,18,0,1,1216558.821201758
1974,1,2,27,1,1,1104512.1695204808
592,1,4,11,1,0,631778.626115446
1586,7,3,0,1,1,2430123.2483778424
452,2,1,18,1,0,558676.9443422077
874,1,2,29,0,1,496828.3083049216
573,3,4,34,0,0,550598.9753442924
1619,2,1,36,1,1,1159960.611647977
2213,3,2,6,1,0,1512843.9254761168
1099,9,3,6,0,0,3016025.652176207
2837,9,1,43,0,1,3795687.03742007
856,9,3,4,1,1,2973460.8255353794
1754,6,3,6,0,0,2034481.7910739537
1918,3,2,32,1,0,1103257.3607086488
2569,6,4,46,0,1,2317086.1432148344
2865,3,1,44,1,1,1768737.7452887536
558,8,3,33,0,0,2160279.0505429576
2237,5,1,20,1,0,1869026.2346756856
915,2,2,7,1,0,753475.0288382585
1425,5,1,22,1,1,1563459.2891250867
1058,3,4,33,1,1,1133205.100700296
1077,2,2,22,0,0,626892.6023456309
714,8,2,35,0,0,2323617.3756136964
2775,9,1,10,1,0,3857813.273763443
675,3,2,9,1,0,548108.0263374471
851,4,2,37,1,1,965850.0994390709
1988,7,2,36,1,0,2546882.941778611
885,7,3,36,0,0,2052685.6313669859
1530,2,3,1,1,1,1051120.4548670119
966,1,1,2,0,0,642166.4182787238
645,3,3,10,0,1,757621.7908906852
1288,2,4,43,0,1,904817.3554690791
2611,8,2,25,1,0,3357051.2502331412
2974,5,3,23,1,1,2255544.505188536
400,9,3,43,1,0,2580307.64892546
2584,7,1,36,0,0,2753520.4475032594
550,1,2,13,0,0,261630.81122686533
2167,6,1,26,0,0,1985858.463869802
1910,4,2,6,0,0,1452561.8646473286
1648,1,4,1,0,1,931584.3955487027
1528,2,1,14,0,0,1016462.1329962612
1398,1,2,29,0,0,792979.9481879572
1097,5,3,5,1,0,1296295.1141304641
1488,5,2,26,1,0,1585179.1955431935
2780,4,1,21,0,0,1702810.52785098
2819,1,4,4,0,1,1339818.1917376828
1630,1,3,28,1,1,1024707.6306767602
1085,7,1,33,0,1,2058798.9282741197
1327,9,2,16,1,0,3314403.580972942
2242,7,4,7,0,1,2670300.009489187
2132,4,4,14,0,0,1621469.3184858684
1139,4,1,15,1,1,972449.8729176503
670,9,4,25,0,0,2737530.303766256
2372,6,3,17,1,0,2245105.932863503
1110,2,1,35,0,0,808802.2306315862
724,1,2,6,0,1,393949.5760734647
1389,6,4,28,1,0,1820973.8132639169
1950,1,4,2,0,1,1385888.5168898753
1197,3,1,7,0,0,925952.8994468305
2269,6,3,20,1,0,2335221.545551652
2994,5,3,6,1,0,2237658.236981584
1492,9,2,27,1,0,3031215.3927614056
611,6,3,31,1,1,1437197.543881641
1981,3,4,47,0,1,1392039.2794221113
1843,4,4,33,0,0,1412359.3701011739
447,5,2,32,1,1,1124965.263941255
630,4,4,28,1,0,925352.264197866
978,3,2,41,0,0,809351.7102740535
1512,9,1,18,1,1,3480177.114665847
2154,9,2,22,0,0,3381892.277024997
2499,5,4,19,0,0,1937253.6264447565
821,1,1,23,0,0,595339.9113828097
1010,1,3,2,0,1,602854.0317084568
845,7,3,13,1,0,2089739.7377566667
1360,3,1,25,1,0,901308.2295124662
530,8,2,0,1,1,2510486.954916098
2071,6,1,23,1,1,2193403.7144517973
2821,6,1,5,1,1,2593959.4518298884
2998,6,3,3,1,0,2718014.685647835
2977,6,1,28,1,1,2610181.1757934648
2834,3,4,8,0,0,1754849.435576093
735,6,1,3,0,0,1639565.2066605769
1540,3,4,3,0,1,1138940.4614365222
1424,5,4,14,0,1,1728111.665530078
2052,1,2,30,1,1,1208678.3269566617
937,2,4,46,1,0,666696.5240159478
895,2,1,23,0,1,579221.962212466
907,9,3,21,0,1,2999575.6114949007
1080,5,3,29,0,1,1404504.4567123812
1180,1,3,44,0,1,651229.4983929617
1159,2,2,34,1,1,738282.7055147723
527,6,1,25,1,1,1359828.8588886124
1692,6,3,1,1,0,1832323.0192950142
2593,2,2,14,1,1,1463392.6087509864
2946,3,1,49,0,0,1692030.6426538946
1365,4,2,27,1,0,1265873.6408279708
959,1,3,28,1,0,492513.27520858194
1622,2,2,27,1,1,1009766.9028429405
1323,7,2,13,0,0,2308858.4552395595
2027,6,1,3,1,1,2138539.630621488
2850,5,3,21,0,0,2089985.7847515384
2789,8,4,36,0,0,3179206.3915667874
1471,3,4,38,0,1,981975.8370894955
940,8,4,24,0,0,2400450.3668472054
1599,5,1,0,0,1,1465958.7322348815
910,9,1,15,1,1,3036800.952890752
2466,9,1,12,1,0,3744061.489284396
2942,7,2,24,0,1,2829155.0658675097
754,3,3,31,0,0,572830.6269579937
744,4,4,22,0,0,858343.5063151752
1483,6,1,47,0,0,1711291.987267507
2190,1,1,45,1,1,1104193.993501871
2676,2,2,22,0,0,1353300.8987412641
546,6,3,32,1,1,1464252.9791934448
2779,9,2,17,1,1,4019260.0355478213
2880,4,4,36,1,0,1950848.159427049
798,3,1,5,1,1,883000.4340583143
2123,8,2,1,1,1,3071950.161730351
1834,7,1,40,0,1,2472498.385954985
986,2,4,10,1,1,693712.3176539342
1694,4,4,8,0,1,1461192.0646676663
2793,6,2,47,0,1,2411609.285133914
1942,2,4,14,0,1,965227.7491847676
2204,6,2,10,0,0,1995468.1162800416
2435,9,1,6,1,0,3570729.9103263207
1827,4,3,21,0,1,1475515.043053714
1137,7,2,40,1,0,2250934.93494544
2177,9,1,48,1,1,3628789.766087358
779,8,2,3,1,0,2524857.0116745774
2868,2,4,5,0,0,1475642.7968394095
1603,9,3,6,0,1,3163269.938624196
2061,8,3,31,1,0,2960507.0059354603
1706,5,4,14,1,0,1746228.0620578348
2865,9,1,3,0,0,3763509.008992139
755,6,2,25,1,1,1555303.1554939675
415,9,2,38,1,1,2792011.728873314
714,9,4,42,1,1,2955564.6405976643
2980,3,2,31,0,0,1515857.1146505412
1439,7,4,30,0,1,2305350.900543755
1886,4,2,30,0,1,1352764.5857490029
2992,4,4,27,0,0,1857618.7541040634
1093,7,1,35,1,0,2198030.4020993356
468,6,1,20,1,0,1366909.700398758
810,4,1,38,0,1,982003.2301197532
1318,5,2,26,1,0,1418137.2217266858
1139,6,1,8,1,0,1782011.8948429222
1890,4,4,47,1,0,1579715.9301436814
2886,8,2,27,1,1,3542055.068897486
2977,4,2,9,0,0,2011387.5079961359
672,4,2,31,1,0,877588.7376466212
858,1,3,46,1,0,669592.2987518762
1219,6,3,36,0,0,1716728.080449409
1596,1,4,20,0,0,816327.0538026198
1260,9,2,25,0,0,2953875.689618208
2373,5,4,36,0,0,2068287.7881727177
1944,2,2,27,0,0,1073391.7352017271
2944,9,2,24,0,1,3877235.426151409
1194,8,3,12,0,0,2695913.828729048
1204,4,3,27,0,1,1230576.2341277283
1495,3,4,6,0,1,1072218.23256198
2290,4,2,30,1,0,1680476.0635536888
1239,4,3,45,0,0,1271904.0539017105
1002,9,1,16,1,0,2929199.478728947
1832,6,1,11,1,1,2235196.671454473
2233,4,2,17,0,0,1328146.2153242708
766,2,1,42,1,1,697275.0543987962
655,9,1,18,1,1,2957698.7949002814
2887,7,3,17,1,0,2732069.1106772013
1758,5,1,19,0,1,1752196.037430754
2882,2,2,4,0,0,1452995.028885686
1089,1,3,13,0,0,523809.53200307366
707,7,2,13,0,0,1739093.0056404425
2435,3,4,6,1,1,1599368.652129987
2096,8,4,32,1,1,2869878.0487181465
808,4,1,18,0,0,1060570.0063841764
1225,5,4,21,0,1,1382984.735508615
1591,3,1,37,1,1,1268308.3289649726
2534,7,2,4,0,0,2655044.9404107216
2450,4,2,9,0,0,1650665.5570454071
2819,1,4,30,0,0,1358647.9428841872
1951,5,1,22,1,0,1589546.9982016857
497,2,2,37,1,0,328488.82841963193
2174,7,1,45,0,0,2574026.737054937
1945,2,1,14,0,1,906506.8439937885
720,4,4,2,0,0,973134.7824912299
933,2,2,32,1,0,777443.5829427189
2814,7,2,20,0,0,3103560.7610428105
1607,3,1,8,1,1,1095199.1645624188
816,2,2,30,0,0,667798.1759022947
1637,2,1,6,1,1,958756.1892616574
1247,2,4,35,1,0,837914.1054022695
1069,6,4,22,0,0,1787206.06020348
2343,8,4,47,0,0,3060027.605960431
2580,7,3,23,1,0,2870360.8375130394
2500,1,1,10,0,1,1327870.3447554563
1140,3,4,33,0,1,1018809.9774443523
422,8,4,1,1,0,2246081.1755576613
2054,8,1,15,0,0,2955288.962675158
859,9,2,22,0,0,2921409.0008842577
1049,7,1,42,0,0,2066224.3591513855
881,5,1,5,0,1,1247387.3054713432
519,3,4,1,1,0,735838.8990723406
1072,8,1,21,0,0,2555220.358424501
2655,5,2,4,1,0,2155545.689335582
2284,5,4,44,0,1,2060064.0585280801
717,8,3,26,0,0,2186367.916509676
2785,8,4,23,0,1,3461959.3346196366
2602,8,1,18,1,1,3133562.872498792
1267,4,2,33,1,0,1076413.7790213563
793,3,2,3,1,1,719818.0453445789
2952,6,4,2,0,0,2478525.8442487097
1370,5,2,33,0,1,1357118.7202383177
712,5,1,6,0,0,1005421.0497001084
1682,5,2,8,0,0,1620654.2924670922
2461,3,1,0,0,1,1525526.3057870294
476,7,3,48,0,0,1782808.9709727967
808,5,3,27,1,1,1369941.0585474796
2841,4,1,35,1,0,1723984.5470315223
2667,4,4,7,1,1,1971664.5941981876
1143,7,1,45,1,1,2012752.910984672
832,1,1,9,1,0,473656.45368558343
1878,8,4,46,1,0,2840144.273676738
2077,1,4,24,0,0,1083133.5563313237
2231,6,1,26,1,1,2240222.164328982
1387,4,4,2,0,1,1101813.8308690405
1921,7,1,35,1,0,2380383.1275938707
1953,6,1,47,1,1,2013708.5785176563
1154,5,1,24,0,1,1446775.8555055126
1075,5,2,44,1,0,1288325.7092318896
1231,6,2,29,0,1,1634775.9782155312
1519,7,1,15,0,1,2199800.110031071
427,3,1,34,0,1,572340.6970368486
1653,3,2,20,0,0,1243362.4328448637
815,7,4,44,0,1,1833081.7490762111
2472,3,4,39,1,0,1582852.2109892715
2110,7,2,21,0,0,2488689.184801297
941,2,4,3,1,1,844923.9934874846
564,8,1,32,0,0,2242143.7817176213
2655,9,2,30,1,1,3798113.628235247
1384,6,4,32,1,1,2024116.960101105
772,2,2,39,1,1,658046.6270418024
1017,9,2,43,1,0,2928583.115764982
468,5,4,19,1,1,1169605.9932815167
1943,4,1,11,0,0,1402769.7045108022
2058,7,3,29,0,0,2523850.2120278096
500,6,1,32,1,1,1249646.376214221
400,4,1,26,0,0,720156.6009638828
2798,2,1,19,0,0,1513243.0034891684
2454,4,3,41,0,0,1689770.8336235192
717,1,1,20,1,0,427709.2635500556
2278,8,4,3,1,1,3184081.213674273
2956,4,4,28,0,0,1893820.4933042624
585,2,3,3,0,1,269056.387032385
1127,5,1,10,1,1,1455740.5892868782
2909,1,1,34,0,0,1382614.6834828833
742,2,3,35,0,0,467231.80186711496
1112,8,1,24,1,0,2405973.742543964
535,4,4,42,0,0,671815.5093503529
2322,9,1,33,1,0,3549694.740824906
782,4,1,5,0,0,1004795.119834733
585,2,4,44,1,1,685394.4873208056
1327,8,1,10,0,0,2414579.372001413
1363,4,4,28,0,1,1065173.7738166428
960,8,4,41,0,0,2361281.991678283
1589,2,4,27,0,0,1025272.1082805966
1297,4,2,1,0,0,950825.3236617307
2328,1,2,34,1,0,1270996.5840159697
2237,8,4,41,0,1,3209728.4955947245
2768,6,3,2,1,0,2587837.8166728537
2112,2,4,27,1,0,1310362.8274350963
2138,3,3,1,0,1,1477304.5449387934
1580,6,2,44,0,0,1787048.1813136113
1257,9,1,11,1,1,3306760.827962566
684,7,1,47,0,0,1619008.0459251169
2798,9,1,5,0,0,3684888.0405346258
2530,4,1,49,0,0,1696448.3360026428
2047,8,4,40,0,0,3060401.911414065
1065,2,3,27,0,1,667159.0263558129
1793,2,2,45,1,1,1211729.7473757374
2988,4,2,36,1,1,1940023.9091468037
2424,3,1,13,0,0,1418091.164112592
2927,8,2,22,1,0,3355332.891661411
2660,2,4,11,0,1,1715235.9898088812
1329,4,1,39,0,1,1072311.3964447859
2807,9,1,44,0,0,3762707.6459968328
613,9,1,27,0,0,2710938.06643342
703,4,3,9,1,1,1192423.904345154
1803,3,2,6,1,1,1232169.1878241815
599,1,1,7,1,0,449671.81632150034
2685,1,3,16,1,1,1426843.4393373495
1070,8,1,40,1,0,2542357.8661222146
2128,9,2,29,0,1,3422538.0918708094
1649,9,3,28,1,0,3522492.4479561136
1278,5,1,45,0,1,1305027.7057675556
650,2,4,18,1,0,453095.2846416568
2923,7,4,41,0,0,2922174.8702824796
897,4,3,40,0,0,817601.5486192439
2387,4,4,37,1,1,1771699.5074997141
1377,4,3,2,0,0,1176582.0577312948
